,Age,Job,Marital Status,Education,Credit,Balance (euros),Housing Loan,Personal Loan,Contact,Last Contact Day,Last Contact Month,Last Contact Duration,Campaign,Pdays,Previous,Poutcome,Subscription
13528,,retired,married,unknown,no,,yes,yes,cellular,9,jul,119.0,1,-1.0,0,unknown,1
13529,57.0,self-employed,married,secondary,no,65.0,,yes,cellular,9,jul,,1,-1.0,0,unknown,1
13530,32.0,housemaid,married,secondary,no,,no,yes,cellular,9,jul,71.0,6,-1.0,0,unknown,1
13531,34.0,entrepreneur,married,tertiary,no,475.0,yes,yes,cellular,9,jul,1156.0,1,,0,unknown,1
13532,44.0,blue-collar,single,primary,no,142.0,yes,no,cellular,9,jul,668.0,1,-1.0,0,unknown,1
13533,,management,single,tertiary,no,933.0,yes,no,cellular,9,jul,134.0,1,-1.0,0,unknown,1
13534,35.0,self-employed,married,secondary,no,734.0,no,yes,cellular,9,jul,128.0,2,-1.0,0,unknown,1
13535,28.0,technician,single,,no,441.0,no,yes,cellular,9,jul,171.0,2,-1.0,0,unknown,1
13536,41.0,housemaid,single,secondary,no,231.0,,no,cellular,9,jul,76.0,2,-1.0,0,unknown,1
13537,45.0,admin.,married,secondary,no,335.0,no,,cellular,9,jul,89.0,3,,0,unknown,1
13538,35.0,blue-collar,married,secondary,,0.0,yes,no,cellular,9,jul,277.0,1,-1.0,0,unknown,1
13539,46.0,technician,married,secondary,,4.0,no,yes,cellular,9,jul,78.0,1,-1.0,0,unknown,1
13540,28.0,admin.,single,secondary,no,,no,yes,cellular,9,jul,188.0,1,-1.0,0,unknown,1
13541,39.0,services,,secondary,no,687.0,yes,no,cellular,9,jul,869.0,1,,0,unknown,2
13542,52.0,,married,tertiary,no,0.0,yes,no,cellular,9,jul,197.0,1,-1.0,0,unknown,1
13543,33.0,services,married,secondary,no,-384.0,yes,no,cellular,9,jul,,1,-1.0,0,unknown,1
13544,54.0,blue-collar,divorced,primary,no,-182.0,no,no,cellular,9,jul,98.0,1,-1.0,0,unknown,1
13545,,management,married,tertiary,yes,327.0,yes,,cellular,9,jul,556.0,5,,0,unknown,2
13546,39.0,blue-collar,married,secondary,no,,,yes,cellular,9,jul,175.0,1,-1.0,0,unknown,1
13547,39.0,technician,single,secondary,no,4380.0,no,no,telephone,9,jul,87.0,8,-1.0,0,unknown,1
13548,49.0,technician,single,secondary,no,-120.0,,yes,cellular,9,jul,,5,-1.0,0,unknown,1
13549,42.0,blue-collar,married,secondary,no,704.0,yes,no,telephone,9,jul,31.0,1,-1.0,0,unknown,1
13550,,services,divorced,secondary,no,-388.0,yes,,cellular,9,jul,205.0,2,,0,unknown,1
13551,50.0,management,married,secondary,no,1457.0,no,yes,cellular,9,jul,167.0,1,-1.0,0,unknown,1
13552,57.0,admin.,married,primary,,389.0,no,no,cellular,9,jul,108.0,2,-1.0,0,unknown,1
13553,45.0,admin.,married,secondary,no,1097.0,yes,yes,cellular,9,jul,180.0,1,-1.0,0,unknown,1
13554,,blue-collar,married,secondary,,-422.0,no,no,cellular,9,jul,31.0,1,,0,unknown,1
13555,56.0,blue-collar,married,primary,yes,-160.0,,no,cellular,9,jul,96.0,2,-1.0,0,unknown,1
13556,59.0,,,primary,no,625.0,no,no,cellular,9,jul,133.0,1,-1.0,0,unknown,1
13557,40.0,services,married,,no,,yes,no,cellular,9,jul,161.0,1,-1.0,0,unknown,1
13558,46.0,management,married,tertiary,no,375.0,no,no,cellular,9,jul,130.0,1,-1.0,0,unknown,1
13559,,retired,married,primary,no,122.0,no,yes,cellular,9,jul,145.0,1,,0,unknown,1
13560,37.0,self-employed,married,tertiary,,,no,yes,cellular,9,jul,80.0,1,-1.0,0,unknown,1
13561,39.0,blue-collar,married,primary,,3324.0,no,no,cellular,9,jul,108.0,1,-1.0,0,unknown,1
13562,40.0,services,married,secondary,no,22.0,yes,yes,telephone,9,jul,145.0,2,-1.0,0,unknown,1
13563,48.0,admin.,married,secondary,no,113.0,yes,yes,cellular,9,jul,532.0,1,-1.0,0,unknown,1
13564,32.0,blue-collar,married,primary,,187.0,no,no,cellular,9,jul,91.0,1,-1.0,0,unknown,1
13565,42.0,blue-collar,,secondary,no,380.0,yes,no,cellular,9,jul,124.0,2,-1.0,0,unknown,1
13566,33.0,entrepreneur,married,tertiary,no,127.0,no,yes,cellular,9,jul,279.0,1,-1.0,0,unknown,1
13567,35.0,blue-collar,,,no,113.0,no,no,cellular,9,jul,143.0,1,-1.0,0,unknown,1
13568,30.0,unemployed,married,secondary,no,1210.0,no,no,cellular,9,jul,,4,-1.0,0,unknown,1
13569,39.0,blue-collar,married,secondary,no,1751.0,no,no,cellular,9,jul,178.0,2,-1.0,0,unknown,1
13570,,admin.,married,secondary,no,32.0,,yes,cellular,9,jul,103.0,1,-1.0,0,unknown,1
13571,25.0,technician,single,secondary,no,959.0,no,no,cellular,9,jul,144.0,5,-1.0,0,unknown,1
13572,39.0,management,,tertiary,no,1070.0,yes,,cellular,9,jul,71.0,1,,0,unknown,1
13573,37.0,self-employed,married,tertiary,no,865.0,yes,yes,cellular,9,jul,332.0,1,,0,unknown,1
13574,48.0,,married,,no,425.0,,,telephone,9,jul,693.0,2,-1.0,0,unknown,1
13575,43.0,management,single,tertiary,,3872.0,yes,no,cellular,9,jul,225.0,2,-1.0,0,unknown,1
13576,47.0,services,married,secondary,no,,,,cellular,9,jul,289.0,1,-1.0,0,unknown,1
13577,44.0,housemaid,married,primary,no,0.0,yes,,telephone,9,jul,,1,-1.0,0,unknown,1
13578,32.0,technician,married,,,68.0,yes,no,cellular,9,jul,224.0,1,-1.0,0,unknown,1
13579,,management,single,tertiary,no,383.0,yes,no,cellular,9,jul,125.0,1,-1.0,0,unknown,1
13580,,admin.,divorced,secondary,no,145.0,no,yes,telephone,9,jul,672.0,6,-1.0,0,unknown,1
13581,31.0,services,,secondary,no,418.0,yes,yes,cellular,9,jul,219.0,1,-1.0,0,unknown,1
13582,45.0,admin.,divorced,secondary,no,-288.0,,yes,cellular,9,jul,,2,-1.0,0,unknown,1
13583,33.0,admin.,,,no,0.0,,yes,cellular,9,jul,160.0,1,-1.0,0,unknown,1
13584,25.0,services,single,secondary,no,281.0,no,yes,cellular,9,jul,173.0,1,-1.0,0,unknown,1
13585,52.0,management,married,tertiary,no,-1112.0,yes,no,cellular,9,jul,94.0,1,-1.0,0,unknown,1
13586,,blue-collar,married,primary,no,804.0,,,cellular,9,jul,176.0,1,-1.0,0,unknown,1
13587,,admin.,married,secondary,no,262.0,yes,no,cellular,9,jul,74.0,1,-1.0,0,unknown,1
13588,35.0,self-employed,married,secondary,no,670.0,no,no,cellular,9,jul,378.0,1,-1.0,0,unknown,1
13589,59.0,,,tertiary,no,3800.0,no,yes,cellular,9,jul,70.0,1,,0,unknown,1
13590,48.0,services,married,secondary,no,124.0,no,yes,cellular,9,jul,294.0,1,-1.0,0,unknown,1
13591,51.0,services,married,secondary,no,260.0,no,no,telephone,9,jul,183.0,2,-1.0,0,unknown,1
13592,29.0,blue-collar,single,secondary,no,1958.0,,no,cellular,9,jul,643.0,1,-1.0,0,unknown,1
13593,,self-employed,married,tertiary,no,,no,no,cellular,9,jul,203.0,3,-1.0,0,unknown,1
13594,48.0,technician,single,secondary,,469.0,no,,cellular,9,jul,313.0,1,-1.0,0,unknown,1
13595,30.0,blue-collar,single,,no,214.0,yes,,cellular,9,jul,364.0,1,-1.0,0,unknown,1
13596,30.0,admin.,married,,no,350.0,,yes,cellular,9,jul,171.0,5,-1.0,0,unknown,1
13597,34.0,blue-collar,married,secondary,no,,yes,no,cellular,9,jul,290.0,2,-1.0,0,unknown,1
13598,56.0,technician,married,secondary,no,,no,,cellular,9,jul,659.0,1,-1.0,0,unknown,1
13599,56.0,retired,married,,,343.0,no,,cellular,9,jul,77.0,1,-1.0,0,unknown,1
13600,40.0,blue-collar,married,secondary,no,252.0,yes,yes,cellular,9,jul,,3,-1.0,0,unknown,1
13601,49.0,,married,tertiary,no,0.0,no,,cellular,9,jul,,1,-1.0,0,unknown,1
13602,39.0,blue-collar,married,,no,-176.0,no,,cellular,9,jul,176.0,1,-1.0,0,unknown,1
13603,38.0,blue-collar,married,primary,,-257.0,yes,yes,cellular,9,jul,458.0,1,-1.0,0,unknown,1
13604,51.0,management,married,secondary,no,3180.0,yes,no,cellular,9,jul,384.0,1,-1.0,0,unknown,1
13605,28.0,blue-collar,married,secondary,,368.0,yes,no,cellular,9,jul,174.0,7,-1.0,0,unknown,1
13606,45.0,blue-collar,married,primary,no,942.0,no,yes,cellular,9,jul,295.0,1,,0,unknown,1
13607,34.0,services,married,secondary,no,81.0,yes,yes,cellular,9,jul,90.0,1,-1.0,0,unknown,1
13608,26.0,blue-collar,,secondary,no,1101.0,no,no,telephone,9,jul,206.0,1,-1.0,0,unknown,1
13609,36.0,management,married,tertiary,no,6404.0,,yes,telephone,9,jul,304.0,1,-1.0,0,unknown,1
13610,32.0,blue-collar,divorced,,,0.0,no,no,telephone,9,jul,49.0,1,-1.0,0,unknown,1
13611,34.0,,single,secondary,no,49.0,no,,cellular,9,jul,181.0,1,-1.0,0,unknown,1
13612,49.0,housemaid,married,,no,0.0,no,no,telephone,9,jul,106.0,1,-1.0,0,unknown,1
13613,34.0,,married,secondary,no,550.0,no,yes,cellular,9,jul,601.0,1,,0,unknown,1
13614,59.0,entrepreneur,divorced,,no,-869.0,no,yes,cellular,9,jul,113.0,1,-1.0,0,unknown,1
13615,,blue-collar,married,secondary,no,-258.0,yes,no,cellular,9,jul,219.0,1,,0,unknown,1
13616,29.0,management,single,tertiary,no,-223.0,no,yes,cellular,9,jul,208.0,1,,0,unknown,1
13617,31.0,services,,secondary,no,203.0,no,no,cellular,9,jul,359.0,1,-1.0,0,unknown,1
13618,51.0,blue-collar,married,unknown,no,1432.0,no,no,cellular,9,jul,388.0,1,-1.0,0,unknown,1
13619,37.0,admin.,single,secondary,no,0.0,no,no,cellular,9,jul,397.0,6,-1.0,0,unknown,1
13620,42.0,services,married,secondary,no,0.0,yes,no,cellular,9,jul,431.0,1,-1.0,0,unknown,1
13621,,blue-collar,divorced,secondary,no,104.0,no,no,cellular,9,jul,71.0,1,,0,unknown,1
13622,30.0,,married,secondary,no,1.0,no,yes,cellular,9,jul,347.0,1,-1.0,0,unknown,1
13623,43.0,technician,divorced,primary,no,13.0,,yes,cellular,9,jul,977.0,4,-1.0,0,unknown,1
13624,49.0,unemployed,divorced,secondary,no,66.0,no,no,cellular,9,jul,218.0,3,,0,unknown,1
13625,27.0,technician,single,secondary,no,282.0,no,yes,cellular,9,jul,676.0,5,,0,unknown,1
13626,45.0,technician,married,secondary,no,0.0,,yes,telephone,9,jul,74.0,1,-1.0,0,unknown,1
13627,,blue-collar,,primary,no,0.0,no,yes,cellular,9,jul,240.0,2,,0,unknown,1
13628,33.0,blue-collar,,primary,,,,no,telephone,9,jul,,1,-1.0,0,unknown,1
13629,35.0,technician,single,tertiary,no,,,yes,cellular,9,jul,247.0,3,-1.0,0,unknown,1
13630,52.0,,,,no,98.0,no,,telephone,9,jul,271.0,1,-1.0,0,unknown,1
13631,50.0,admin.,married,,no,-75.0,no,yes,telephone,9,jul,,7,-1.0,0,unknown,1
13632,,housemaid,married,primary,,370.0,yes,,cellular,9,jul,425.0,1,-1.0,0,unknown,1
13633,33.0,management,married,,no,437.0,yes,,cellular,9,jul,293.0,1,,0,unknown,1
13634,41.0,entrepreneur,married,secondary,no,1249.0,yes,no,cellular,9,jul,391.0,1,-1.0,0,unknown,1
13635,47.0,self-employed,married,secondary,,424.0,no,yes,cellular,9,jul,432.0,1,-1.0,0,unknown,1
13636,46.0,blue-collar,married,secondary,no,6253.0,yes,no,cellular,9,jul,,1,-1.0,0,unknown,1
13637,37.0,technician,married,tertiary,no,512.0,,no,cellular,9,jul,61.0,4,-1.0,0,unknown,1
13638,26.0,,married,secondary,no,-119.0,no,yes,cellular,9,jul,359.0,5,-1.0,0,unknown,2
13639,32.0,admin.,married,tertiary,no,57.0,no,no,cellular,9,jul,530.0,2,-1.0,0,unknown,1
13640,58.0,unemployed,married,primary,no,3884.0,no,no,unknown,9,jul,399.0,8,-1.0,0,unknown,1
13641,53.0,,married,primary,no,-139.0,,no,cellular,9,jul,328.0,3,-1.0,0,unknown,1
13642,39.0,technician,married,secondary,no,1385.0,yes,yes,telephone,9,jul,446.0,1,-1.0,0,unknown,1
13643,33.0,blue-collar,divorced,primary,no,636.0,yes,no,cellular,9,jul,211.0,11,,0,unknown,1
13644,52.0,housemaid,,primary,no,0.0,no,yes,cellular,9,jul,266.0,1,-1.0,0,unknown,1
13645,31.0,blue-collar,single,primary,no,-147.0,no,yes,cellular,9,jul,,2,-1.0,0,unknown,1
13646,26.0,,married,,,818.0,no,no,cellular,9,jul,226.0,2,-1.0,0,unknown,1
13647,,blue-collar,married,secondary,no,982.0,,,cellular,9,jul,231.0,2,-1.0,0,unknown,1
13648,35.0,blue-collar,divorced,primary,no,13.0,no,yes,cellular,9,jul,364.0,1,-1.0,0,unknown,1
13649,52.0,admin.,married,secondary,no,0.0,,yes,telephone,9,jul,60.0,1,-1.0,0,unknown,1
13650,38.0,management,single,tertiary,no,633.0,no,no,cellular,9,jul,,3,,0,unknown,1
13651,,management,,tertiary,no,0.0,no,no,cellular,9,jul,243.0,5,-1.0,0,unknown,1
13652,42.0,blue-collar,married,secondary,no,0.0,yes,no,unknown,9,jul,137.0,16,-1.0,0,unknown,1
13653,35.0,management,divorced,tertiary,no,153.0,no,,cellular,9,jul,593.0,2,-1.0,0,unknown,1
13654,58.0,housemaid,married,primary,no,0.0,yes,,telephone,9,jul,148.0,1,-1.0,0,unknown,1
13655,,retired,married,tertiary,,350.0,no,yes,cellular,9,jul,156.0,1,-1.0,0,unknown,1
13656,56.0,,married,tertiary,,318.0,no,yes,telephone,9,jul,246.0,3,-1.0,0,unknown,1
13657,31.0,blue-collar,,primary,no,498.0,yes,yes,cellular,9,jul,445.0,2,-1.0,0,unknown,1
13658,47.0,admin.,,secondary,no,3434.0,yes,yes,telephone,9,jul,,1,-1.0,0,unknown,1
13659,32.0,management,,tertiary,no,794.0,yes,yes,cellular,9,jul,1014.0,1,-1.0,0,unknown,2
13660,47.0,blue-collar,single,secondary,yes,-380.0,no,no,cellular,9,jul,,17,-1.0,0,unknown,1
13661,32.0,admin.,single,secondary,yes,-17.0,no,no,unknown,9,jul,85.0,5,-1.0,0,unknown,1
13662,47.0,services,married,secondary,no,0.0,yes,no,cellular,9,jul,173.0,1,,0,unknown,1
13663,60.0,retired,divorced,primary,no,1017.0,no,no,unknown,9,jul,,20,-1.0,0,unknown,1
13664,35.0,,married,primary,no,0.0,no,yes,telephone,9,jul,17.0,1,-1.0,0,unknown,1
13665,47.0,technician,married,secondary,no,-3.0,no,yes,unknown,9,jul,197.0,1,-1.0,0,unknown,1
13666,33.0,blue-collar,married,primary,no,-191.0,yes,yes,cellular,9,jul,1290.0,4,,0,unknown,2
13667,60.0,unknown,married,tertiary,no,2450.0,no,no,unknown,9,jul,297.0,5,-1.0,0,unknown,1
13668,,services,divorced,secondary,no,234.0,no,no,cellular,9,jul,,3,-1.0,0,unknown,1
13669,31.0,management,single,tertiary,no,409.0,no,,cellular,9,jul,564.0,5,-1.0,0,unknown,2
13670,41.0,blue-collar,single,primary,no,74.0,no,no,unknown,9,jul,193.0,4,,0,unknown,1
13671,37.0,admin.,single,tertiary,no,,yes,no,cellular,9,jul,,2,-1.0,0,unknown,1
13672,48.0,,married,primary,no,51.0,no,yes,telephone,9,jul,76.0,1,-1.0,0,unknown,1
13673,36.0,blue-collar,married,,no,,no,no,telephone,9,jul,39.0,1,-1.0,0,unknown,1
13674,44.0,entrepreneur,,tertiary,no,0.0,yes,no,unknown,9,jul,300.0,1,-1.0,0,unknown,1
13675,51.0,blue-collar,married,unknown,no,41.0,yes,no,telephone,9,jul,,43,-1.0,0,unknown,1
13676,41.0,blue-collar,married,unknown,,2113.0,yes,no,telephone,9,jul,,5,,0,unknown,1
13677,49.0,technician,married,secondary,no,313.0,,,cellular,9,jul,115.0,2,-1.0,0,unknown,1
13678,32.0,entrepreneur,married,unknown,no,73.0,yes,no,cellular,9,jul,,1,-1.0,0,unknown,1
13679,,housemaid,married,primary,no,0.0,yes,no,cellular,9,jul,90.0,1,,0,unknown,1
13680,40.0,admin.,married,secondary,no,2621.0,,yes,cellular,9,jul,607.0,4,-1.0,0,unknown,1
13681,56.0,management,single,secondary,no,237.0,yes,no,telephone,9,jul,236.0,4,-1.0,0,unknown,1
13682,29.0,management,,tertiary,no,0.0,yes,no,cellular,9,jul,150.0,1,-1.0,0,unknown,1
13683,50.0,,married,secondary,no,1683.0,no,no,telephone,9,jul,56.0,1,-1.0,0,unknown,1
13684,27.0,,single,,no,228.0,no,no,cellular,9,jul,799.0,6,,0,unknown,1
13685,29.0,admin.,single,,no,1.0,no,,telephone,9,jul,372.0,1,-1.0,0,unknown,1
13686,49.0,blue-collar,married,primary,no,3.0,no,yes,cellular,9,jul,1439.0,6,-1.0,0,unknown,2
13687,38.0,blue-collar,divorced,secondary,,-2093.0,yes,yes,unknown,9,jul,,3,-1.0,0,unknown,1
13688,,management,single,tertiary,no,,no,no,unknown,9,jul,119.0,1,-1.0,0,unknown,1
13689,39.0,,,primary,no,,,,unknown,9,jul,130.0,6,-1.0,0,unknown,1
13690,27.0,unemployed,single,primary,,,,yes,cellular,9,jul,,2,,0,unknown,2
13691,33.0,blue-collar,married,primary,yes,2.0,yes,yes,cellular,9,jul,227.0,1,-1.0,0,unknown,1
13692,42.0,management,,tertiary,,,yes,no,cellular,9,jul,497.0,1,-1.0,0,unknown,1
13693,56.0,self-employed,married,secondary,,800.0,no,,cellular,9,jul,170.0,1,,0,unknown,1
13694,56.0,management,married,,no,1560.0,yes,no,cellular,9,jul,89.0,1,-1.0,0,unknown,1
13695,36.0,admin.,divorced,primary,no,227.0,no,no,cellular,9,jul,185.0,1,-1.0,0,unknown,1
13696,42.0,housemaid,married,tertiary,no,-560.0,yes,,cellular,9,jul,630.0,4,-1.0,0,unknown,1
13697,28.0,,married,tertiary,no,0.0,yes,no,unknown,9,jul,139.0,1,-1.0,0,unknown,1
13698,42.0,technician,married,secondary,no,2030.0,yes,yes,cellular,9,jul,196.0,1,-1.0,0,unknown,1
13699,,,,secondary,no,858.0,no,no,cellular,9,jul,,12,-1.0,0,unknown,1
13700,34.0,blue-collar,married,primary,no,-319.0,yes,yes,cellular,9,jul,134.0,4,,0,unknown,1
13701,30.0,,single,secondary,no,,yes,yes,cellular,9,jul,,3,-1.0,0,unknown,2
13702,32.0,services,married,secondary,no,983.0,yes,,cellular,10,jul,121.0,1,-1.0,0,unknown,1
13703,41.0,blue-collar,married,secondary,no,-194.0,no,yes,cellular,10,jul,,1,-1.0,0,unknown,1
13704,39.0,blue-collar,married,secondary,no,1309.0,no,yes,telephone,10,jul,37.0,1,-1.0,0,unknown,1
13705,42.0,blue-collar,married,secondary,,-274.0,yes,no,cellular,10,jul,75.0,1,-1.0,0,unknown,1
13706,41.0,technician,married,,no,30.0,yes,,cellular,10,jul,151.0,1,-1.0,0,unknown,1
13707,32.0,admin.,married,tertiary,no,1.0,yes,yes,cellular,10,jul,143.0,1,-1.0,0,unknown,1
13708,49.0,entrepreneur,married,secondary,no,-1965.0,,yes,telephone,10,jul,317.0,2,-1.0,0,unknown,1
13709,52.0,admin.,married,,no,3422.0,no,no,cellular,10,jul,168.0,1,,0,unknown,1
13710,51.0,services,married,,no,,,no,cellular,10,jul,122.0,1,-1.0,0,unknown,1
13711,44.0,management,married,tertiary,no,119.0,yes,no,cellular,10,jul,67.0,1,-1.0,0,unknown,1
13712,39.0,,,secondary,no,0.0,yes,no,telephone,10,jul,29.0,1,-1.0,0,unknown,1
13713,40.0,,married,primary,no,137.0,no,,cellular,10,jul,214.0,1,-1.0,0,unknown,1
13714,40.0,management,married,unknown,no,419.0,,no,cellular,10,jul,347.0,1,-1.0,0,unknown,1
13715,54.0,management,divorced,tertiary,no,0.0,no,,cellular,10,jul,,1,-1.0,0,unknown,1
13716,,admin.,married,,no,-728.0,yes,,cellular,10,jul,305.0,1,-1.0,0,unknown,1
13717,46.0,admin.,married,secondary,no,2583.0,yes,no,cellular,10,jul,,1,-1.0,0,unknown,1
13718,,blue-collar,single,secondary,no,-367.0,yes,no,cellular,10,jul,281.0,1,-1.0,0,unknown,1
13719,37.0,entrepreneur,married,secondary,no,2055.0,yes,yes,cellular,10,jul,241.0,4,-1.0,0,unknown,1
13720,,management,married,tertiary,no,1410.0,yes,no,cellular,10,jul,185.0,1,-1.0,0,unknown,1
13721,35.0,blue-collar,married,secondary,no,1330.0,no,no,cellular,10,jul,901.0,1,-1.0,0,unknown,2
13722,29.0,management,married,tertiary,,55.0,yes,no,cellular,10,jul,235.0,1,-1.0,0,unknown,1
13723,47.0,management,divorced,unknown,no,184.0,yes,no,cellular,10,jul,144.0,1,-1.0,0,unknown,1
13724,30.0,technician,single,secondary,,10152.0,yes,no,cellular,10,jul,266.0,1,-1.0,0,unknown,1
13725,60.0,,married,primary,no,,no,no,cellular,10,jul,,3,-1.0,0,unknown,1
13726,27.0,services,single,secondary,no,-266.0,no,yes,cellular,10,jul,162.0,6,-1.0,0,unknown,1
13727,55.0,management,married,primary,no,199.0,yes,yes,cellular,10,jul,192.0,1,-1.0,0,unknown,1
13728,52.0,entrepreneur,married,primary,no,-104.0,no,yes,cellular,10,jul,124.0,1,-1.0,0,unknown,1
13729,42.0,self-employed,married,secondary,,97.0,no,,cellular,10,jul,108.0,2,,0,unknown,1
13730,,technician,divorced,secondary,,477.0,yes,yes,cellular,10,jul,93.0,1,-1.0,0,unknown,1
13731,26.0,blue-collar,single,,no,-29.0,yes,,cellular,10,jul,998.0,4,-1.0,0,unknown,2
13732,35.0,blue-collar,married,unknown,no,1084.0,yes,no,cellular,10,jul,1019.0,1,-1.0,0,unknown,1
13733,44.0,blue-collar,married,primary,no,-237.0,,no,telephone,10,jul,73.0,1,-1.0,0,unknown,1
13734,38.0,services,married,,no,-49.0,yes,no,cellular,10,jul,,1,-1.0,0,unknown,1
13735,39.0,services,single,primary,no,4453.0,yes,no,cellular,10,jul,156.0,1,-1.0,0,unknown,1
13736,33.0,services,,secondary,,-56.0,no,yes,cellular,10,jul,119.0,5,-1.0,0,unknown,1
13737,28.0,blue-collar,single,secondary,no,475.0,no,,telephone,10,jul,30.0,2,,0,unknown,1
13738,35.0,admin.,married,secondary,no,725.0,yes,no,cellular,10,jul,402.0,1,-1.0,0,unknown,1
13739,31.0,blue-collar,married,secondary,no,2.0,,no,cellular,10,jul,371.0,1,-1.0,0,unknown,1
13740,56.0,retired,,secondary,no,289.0,,no,cellular,10,jul,226.0,1,-1.0,0,unknown,1
13741,48.0,entrepreneur,,secondary,no,725.0,no,,cellular,10,jul,105.0,1,-1.0,0,unknown,1
13742,53.0,technician,married,secondary,no,768.0,yes,no,cellular,10,jul,218.0,1,-1.0,0,unknown,1
13743,,admin.,divorced,secondary,no,-437.0,yes,,cellular,10,jul,158.0,1,-1.0,0,unknown,1
13744,49.0,,married,secondary,no,360.0,no,no,cellular,10,jul,168.0,1,,0,unknown,1
13745,50.0,blue-collar,divorced,primary,no,-677.0,no,,cellular,10,jul,,1,-1.0,0,unknown,1
13746,32.0,,married,tertiary,no,113.0,no,yes,cellular,10,jul,68.0,1,-1.0,0,unknown,1
13747,40.0,admin.,married,secondary,no,540.0,yes,,cellular,10,jul,217.0,1,-1.0,0,unknown,1
13748,44.0,management,divorced,tertiary,no,-710.0,yes,no,cellular,10,jul,183.0,1,-1.0,0,unknown,1
13749,34.0,management,married,tertiary,no,0.0,,yes,cellular,10,jul,129.0,1,-1.0,0,unknown,1
13750,38.0,entrepreneur,married,secondary,yes,15.0,yes,no,cellular,10,jul,121.0,1,-1.0,0,unknown,1
13751,46.0,,married,secondary,no,218.0,no,no,cellular,10,jul,41.0,1,-1.0,0,unknown,1
13752,30.0,admin.,married,secondary,no,-68.0,yes,no,cellular,10,jul,327.0,1,-1.0,0,unknown,1
13753,60.0,blue-collar,married,secondary,,721.0,no,,cellular,10,jul,160.0,1,,0,unknown,1
13754,47.0,admin.,married,secondary,,2.0,no,,cellular,10,jul,89.0,1,-1.0,0,unknown,1
13755,,management,married,secondary,no,894.0,,no,cellular,10,jul,,1,-1.0,0,unknown,1
13756,40.0,housemaid,divorced,primary,no,-21.0,yes,no,cellular,10,jul,192.0,1,-1.0,0,unknown,1
13757,42.0,blue-collar,,secondary,no,1261.0,yes,yes,cellular,10,jul,272.0,1,-1.0,0,unknown,1
13758,,housemaid,married,primary,no,,yes,,telephone,10,jul,364.0,1,-1.0,0,unknown,1
13759,30.0,blue-collar,married,secondary,no,167.0,yes,no,cellular,10,jul,255.0,1,-1.0,0,unknown,2
13760,29.0,services,married,secondary,no,13.0,no,no,cellular,10,jul,90.0,1,-1.0,0,unknown,1
13761,38.0,blue-collar,married,secondary,no,137.0,no,no,cellular,10,jul,624.0,1,-1.0,0,unknown,1
13762,30.0,blue-collar,married,primary,no,,no,no,cellular,10,jul,128.0,6,-1.0,0,unknown,1
13763,31.0,housemaid,married,secondary,no,12.0,yes,no,cellular,10,jul,81.0,3,-1.0,0,unknown,1
13764,56.0,management,divorced,tertiary,no,3885.0,yes,no,cellular,10,jul,51.0,1,,0,unknown,1
13765,32.0,services,married,,no,0.0,,no,telephone,10,jul,75.0,1,-1.0,0,unknown,1
13766,33.0,admin.,married,tertiary,no,55.0,yes,no,cellular,10,jul,384.0,1,-1.0,0,unknown,1
13767,54.0,,married,tertiary,no,59.0,yes,no,cellular,10,jul,,1,-1.0,0,unknown,1
13768,31.0,management,married,tertiary,no,181.0,yes,no,cellular,10,jul,497.0,1,-1.0,0,unknown,1
13769,28.0,blue-collar,single,secondary,yes,0.0,no,yes,cellular,10,jul,165.0,1,-1.0,0,unknown,1
13770,,retired,,tertiary,no,-5.0,no,no,cellular,10,jul,42.0,1,,0,unknown,1
